Brand,Sneaker,Sale,Retail,Order
 Yeezy,350-V2-Core-Black-Green,$603,$220,18-Jan
 Yeezy,350-V2-Core-Black-Red,$881,$220,18-Jan
 Yeezy,350-V2-Core-Black-Red-2017,$900,$220,18-Jan
 Yeezy,350-V2-Core-Black-Red-2017,$770,$220,18-Jan
 Yeezy,350-V2-Core-Black-Red-2017,$795,$220,18-Jan
 Yeezy,350-V2-Core-Black-White,$760,$220,18-Jan
 Yeezy,350-V2-Core-Black-White,$719,$220,18-Jan
 Yeezy,350-V2-Cream-White,$435,$220,18-Jan
 Yeezy,350-V2-Cream-White,$426,$220,18-Jan
 Yeezy,350-V2-Cream-White,$480,$220,18-Jan
 Yeezy,350-V2-Cream-White,$440,$220,18-Jan
 Yeezy,350-V2-Semi-Frozen-Yellow,$571,$220,18-Jan
 Yeezy,350-V2-Semi-Frozen-Yellow,$700,$220,18-Jan
 Yeezy,350-V2-Semi-Frozen-Yellow,$781,$220,18-Jan
 Yeezy,350-V2-Semi-Frozen-Yellow,$775,$220,18-Jan
 Yeezy,350-V2-Semi-Frozen-Yellow,$660,$220,18-Jan
 Yeezy,350-V2-Semi-Frozen-Yellow,$616,$220,18-Jan
 Yeezy,350-V2-Zebra,$508,$220,18-Jan
 Yeezy,350-V2-Zebra,$620,$220,18-Jan
 Yeezy,350-V2-Zebra,$580,$220,18-Jan
 Yeezy,350-V2-Zebra,$512,$220,18-Jan
 Yeezy,350-V2-Zebra,$536,$220,18-Jan
 Yeezy,350-V2-Zebra,$536,$220,18-Jan
 Yeezy,350-V2-Zebra,$540,$220,18-Jan
 Yeezy,350-V2-Zebra,$582,$220,18-Jan
 Yeezy,350-Low-Moonrock,"$1,140",$200,19-Jan
 Yeezy,350-Low-Pirate-Black-2015,$820,$200,19-Jan
 Yeezy,350-Low-Pirate-Black-2015,$950,$200,19-Jan
 Yeezy,350-Low-Pirate-Black-2016,"$1,000",$200,19-Jan
 Yeezy,350-Low-V2-Beluga,$710,$220,19-Jan
 Yeezy,350-V2-Beluga-2pt0,$420,$220,19-Jan
 Yeezy,350-V2-Beluga-2pt0,$435,$220,19-Jan
 Yeezy,350-V2-Beluga-2pt0,$418,$220,19-Jan
 Yeezy,350-V2-Beluga-2pt0,$373,$220,19-Jan
 Yeezy,350-V2-Beluga-2pt0,$370,$220,19-Jan
 Yeezy,350-V2-Beluga-2pt0,$385,$220,19-Jan
 Yeezy,350-V2-Beluga-2pt0,$416,$220,19-Jan
 Yeezy,350-V2-Beluga-2pt0,$335,$220,19-Jan
 Yeezy,350-V2-Beluga-2pt0,$490,$220,19-Jan
 Yeezy,350-V2-Beluga-2pt0,$400,$220,19-Jan
 Yeezy,350-V2-Beluga-2pt0,$385,$220,19-Jan
 Yeezy,350-V2-Beluga-2pt0,$425,$220,19-Jan
 Yeezy,350-V2-Beluga-2pt0,$445,$220,19-Jan
 Yeezy,350-V2-Beluga-2pt0,$315,$220,19-Jan
 Yeezy,350-V2-Beluga-2pt0,$367,$220,19-Jan
 Yeezy,350-V2-Beluga-2pt0,$330,$220,19-Jan
 Yeezy,350-V2-Beluga-2pt0,$365,$220,19-Jan
 Yeezy,350-V2-Beluga-2pt0,$392,$220,19-Jan
 Yeezy,350-V2-Beluga-2pt0,$395,$220,19-Jan
 Yeezy,350-V2-Beluga-2pt0,$305,$220,19-Jan
 Yeezy,350-V2-Beluga-2pt0,$400,$220,19-Jan
 Yeezy,350-V2-Beluga-2pt0,$350,$220,19-Jan
 Yeezy,350-V2-Beluga-2pt0,$354,$220,19-Jan
 Yeezy,350-V2-Beluga-2pt0,$406,$220,19-Jan
 Yeezy,350-V2-Beluga-2pt0,$340,$220,19-Jan
 Yeezy,350-V2-Beluga-2pt0,$380,$220,19-Jan
 Yeezy,350-V2-Beluga-2pt0,$435,$220,19-Jan
 Yeezy,350-V2-Beluga-2pt0,$385,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$389,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$394,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$385,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$365,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$371,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$370,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$377,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$350,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$410,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$331,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$370,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$384,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$364,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$380,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$385,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$395,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$374,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$354,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$345,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$350,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$343,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$347,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$351,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$365,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$355,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$343,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$373,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$364,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$365,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$350,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$358,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$341,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$395,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$369,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$380,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$380,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$380,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$366,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$335,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$342,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$375,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$380,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$338,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$336,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$355,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$344,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$370,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$380,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$346,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$359,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$410,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$340,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$340,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$370,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$331,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$384,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$343,$220,19-Jan
 Yeezy,350-V2-Blue-Tint,$380,$220,19-Jan
 Yeezy,350-V2-Core-Black-Copper,$688,$220,19-Jan
 Yeezy,350-V2-Core-Black-Green,$601,$220,19-Jan
 Yeezy,350-V2-Core-Black-Red,$968,$220,19-Jan
 Yeezy,350-V2-Core-Black-Red-2017,$780,$220,19-Jan
 Yeezy,350-V2-Core-Black-Red-2017,$880,$220,19-Jan
 Yeezy,350-V2-Core-Black-Red-2017,$792,$220,19-Jan
 Yeezy,350-V2-Core-Black-White,$797,$220,19-Jan
 Yeezy,350-V2-Core-Black-White,$640,$220,19-Jan
 Yeezy,350-V2-Cream-White,$415,$220,19-Jan
 Yeezy,350-V2-Cream-White,$472,$220,19-Jan
 Yeezy,350-V2-Cream-White,$545,$220,19-Jan
 Yeezy,350-V2-Cream-White,$430,$220,19-Jan
 Yeezy,350-V2-Cream-White,$488,$220,19-Jan
 Yeezy,350-V2-Semi-Frozen-Yellow,$690,$220,19-Jan
 Yeezy,350-V2-Semi-Frozen-Yellow,$621,$220,19-Jan
 Yeezy,350-V2-Semi-Frozen-Yellow,$635,$220,19-Jan
 Yeezy,350-V2-Semi-Frozen-Yellow,$625,$220,19-Jan
 Yeezy,350-V2-Semi-Frozen-Yellow,$620,$220,19-Jan
 Yeezy,350-V2-Zebra,$540,$220,19-Jan
 Yeezy,350-V2-Zebra,$534,$220,19-Jan
 Yeezy,350-V2-Zebra,$630,$220,19-Jan
 Yeezy,350-V2-Zebra,$549,$220,19-Jan
 Yeezy,350-V2-Zebra,$585,$220,19-Jan
 Yeezy,350-V2-Zebra,$545,$220,19-Jan
 Yeezy,350-V2-Zebra,$550,$220,19-Jan
 Yeezy,350-Low-Moonrock,"$1,350",$200,20-Jan
 Yeezy,350-Low-Oxford-Tan,"$1,200",$200,20-Jan
 Yeezy,350-Low-V2-Beluga,$840,$220,20-Jan
 Yeezy,350-Low-V2-Beluga,$708,$220,20-Jan
 Yeezy,350-V2-Beluga-2pt0,$445,$220,20-Jan
 Yeezy,350-V2-Beluga-2pt0,$360,$220,20-Jan
 Yeezy,350-V2-Beluga-2pt0,$400,$220,20-Jan
 Yeezy,350-V2-Beluga-2pt0,$418,$220,20-Jan
 Yeezy,350-V2-Beluga-2pt0,$360,$220,20-Jan
 Yeezy,350-V2-Beluga-2pt0,$416,$220,20-Jan
 Yeezy,350-V2-Beluga-2pt0,$396,$220,20-Jan
 Yeezy,350-V2-Beluga-2pt0,$370,$220,20-Jan
 Yeezy,350-V2-Beluga-2pt0,$325,$220,20-Jan
 Yeezy,350-V2-Beluga-2pt0,$393,$220,20-Jan
 Yeezy,350-V2-Beluga-2pt0,$355,$220,20-Jan
 Yeezy,350-V2-Beluga-2pt0,$429,$220,20-Jan
 Yeezy,350-V2-Beluga-2pt0,$425,$220,20-Jan
 Yeezy,350-V2-Beluga-2pt0,$390,$220,20-Jan
 Yeezy,350-V2-Beluga-2pt0,$386,$220,20-Jan
 Yeezy,350-V2-Beluga-2pt0,$420,$220,20-Jan
 Yeezy,350-V2-Beluga-2pt0,$428,$220,20-Jan
 Yeezy,350-V2-Beluga-2pt0,$380,$220,20-Jan
 Yeezy,350-V2-Beluga-2pt0,$392,$220,20-Jan
 Yeezy,350-V2-Beluga-2pt0,$421,$220,20-Jan
 Yeezy,350-V2-Beluga-2pt0,$403,$220,20-Jan
 Yeezy,350-V2-Beluga-2pt0,$360,$220,20-Jan
 Yeezy,350-V2-Beluga-2pt0,$390,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$370,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$369,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$385,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$338,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$343,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$360,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$344,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$343,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$344,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$343,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$375,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$380,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$379,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$355,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$380,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$359,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$358,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$400,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$340,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$384,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$384,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$394,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$342,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$359,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$378,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$371,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$330,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$355,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$376,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$355,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$355,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$375,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$369,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$385,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$342,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$360,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$377,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$384,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$354,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$350,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$378,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$385,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$350,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$365,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$373,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$350,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$378,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$359,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$358,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$359,$220,20-Jan
 Yeezy,350-V2-Blue-Tint,$392,$220,20-Jan
 Yeezy,350-V2-Core-Black-Red-2017,$885,$220,20-Jan
 Yeezy,350-V2-Core-Black-Red-2017,$750,$220,20-Jan
 Yeezy,350-V2-Core-Black-White,$769,$220,20-Jan
 Yeezy,350-V2-Cream-White,$436,$220,20-Jan
 Yeezy,350-V2-Cream-White,$425,$220,20-Jan
 Yeezy,350-V2-Cream-White,$619,$220,20-Jan
 Yeezy,350-V2-Semi-Frozen-Yellow,$630,$220,20-Jan
 Yeezy,350-V2-Semi-Frozen-Yellow,$610,$220,20-Jan
 Yeezy,350-V2-Semi-Frozen-Yellow,$600,$220,20-Jan
 Yeezy,350-V2-Semi-Frozen-Yellow,$713,$220,20-Jan
 Yeezy,350-V2-Semi-Frozen-Yellow,$615,$220,20-Jan
 Yeezy,350-V2-Zebra,$580,$220,20-Jan
 Yeezy,350-V2-Zebra,$594,$220,20-Jan
 Yeezy,350-V2-Zebra,$565,$220,20-Jan
 Yeezy,350-Low-Pirate-Black-2015,$875,$200,21-Jan
 Yeezy,350-V2-Beluga-2pt0,$415,$220,21-Jan
 Yeezy,350-V2-Beluga-2pt0,$364,$220,21-Jan
 Yeezy,350-V2-Beluga-2pt0,$386,$220,21-Jan
 Yeezy,350-V2-Beluga-2pt0,$390,$220,21-Jan
 Yeezy,350-V2-Beluga-2pt0,$420,$220,21-Jan
 Yeezy,350-V2-Beluga-2pt0,$395,$220,21-Jan
 Yeezy,350-V2-Beluga-2pt0,$360,$220,21-Jan
 Yeezy,350-V2-Beluga-2pt0,$371,$220,21-Jan
 Yeezy,350-V2-Beluga-2pt0,$390,$220,21-Jan
 Yeezy,350-V2-Beluga-2pt0,$366,$220,21-Jan
 Yeezy,350-V2-Beluga-2pt0,$350,$220,21-Jan
 Yeezy,350-V2-Beluga-2pt0,$420,$220,21-Jan
 Yeezy,350-V2-Beluga-2pt0,$310,$220,21-Jan
 Yeezy,350-V2-Beluga-2pt0,$380,$220,21-Jan
 Yeezy,350-V2-Beluga-2pt0,$395,$220,21-Jan
 Yeezy,350-V2-Beluga-2pt0,$370,$220,21-Jan
 Yeezy,350-V2-Beluga-2pt0,$360,$220,21-Jan
 Yeezy,350-V2-Beluga-2pt0,$400,$220,21-Jan
 Yeezy,350-V2-Beluga-2pt0,$382,$220,21-Jan
 Yeezy,350-V2-Beluga-2pt0,$385,$220,21-Jan
 Yeezy,350-V2-Beluga-2pt0,$393,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$388,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$355,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$340,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$365,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$364,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$405,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$385,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$355,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$360,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$363,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$390,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$400,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$390,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$350,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$355,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$353,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$390,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$360,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$370,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$375,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$359,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$385,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$345,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$335,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$360,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$380,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$379,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$356,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$375,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$380,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$360,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$385,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$384,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$360,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$375,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$360,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$374,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$395,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$363,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$360,$220,21-Jan
 Yeezy,350-V2-Blue-Tint,$390,$220,21-Jan
 Yeezy,350-V2-Core-Black-Green,$570,$220,21-Jan
 Yeezy,350-V2-Core-Black-Red,$999,$220,21-Jan
 Yeezy,350-V2-Core-Black-Red-2017,$815,$220,21-Jan
 Yeezy,350-V2-Core-Black-White,$720,$220,21-Jan
 Yeezy,350-V2-Cream-White,$410,$220,21-Jan
 Yeezy,350-V2-Cream-White,$450,$220,21-Jan
 Yeezy,350-V2-Cream-White,$425,$220,21-Jan
 Yeezy,350-V2-Cream-White,$446,$220,21-Jan
 Yeezy,350-V2-Cream-White,$410,$220,21-Jan
 Yeezy,350-V2-Semi-Frozen-Yellow,$731,$220,21-Jan
 Yeezy,350-V2-Semi-Frozen-Yellow,$580,$220,21-Jan
 Yeezy,350-V2-Zebra,$475,$220,21-Jan
 Yeezy,350-V2-Zebra,$560,$220,21-Jan
 Yeezy,350-V2-Zebra,$578,$220,21-Jan
 Yeezy,350-V2-Zebra,$571,$220,21-Jan
 Yeezy,350-Low-Moonrock,"$1,140",$200,22-Jan
 Yeezy,350-Low-Oxford-Tan,"$1,090",$200,22-Jan
 Yeezy,350-Low-Pirate-Black-2015,$900,$200,22-Jan
 Yeezy,350-Low-V2-Beluga,$870,$220,22-Jan
 Yeezy,350-Low-V2-Beluga,$911,$220,22-Jan
 Yeezy,350-V2-Beluga-2pt0,$387,$220,22-Jan
 Yeezy,350-V2-Beluga-2pt0,$340,$220,22-Jan
 Yeezy,350-V2-Beluga-2pt0,$387,$220,22-Jan
 Yeezy,350-V2-Beluga-2pt0,$425,$220,22-Jan
 Yeezy,350-V2-Beluga-2pt0,$420,$220,22-Jan
 Yeezy,350-V2-Beluga-2pt0,$404,$220,22-Jan
 Yeezy,350-V2-Beluga-2pt0,$380,$220,22-Jan
 Yeezy,350-V2-Beluga-2pt0,$385,$220,22-Jan
 Yeezy,350-V2-Beluga-2pt0,$385,$220,22-Jan
 Yeezy,350-V2-Beluga-2pt0,$428,$220,22-Jan
 Yeezy,350-V2-Beluga-2pt0,$378,$220,22-Jan
 Yeezy,350-V2-Beluga-2pt0,$386,$220,22-Jan
 Yeezy,350-V2-Beluga-2pt0,$440,$220,22-Jan
 Yeezy,350-V2-Beluga-2pt0,$393,$220,22-Jan
 Yeezy,350-V2-Beluga-2pt0,$350,$220,22-Jan
 Yeezy,350-V2-Beluga-2pt0,$384,$220,22-Jan
 Yeezy,350-V2-Beluga-2pt0,$383,$220,22-Jan
 Yeezy,350-V2-Beluga-2pt0,$435,$220,22-Jan
 Yeezy,350-V2-Beluga-2pt0,$425,$220,22-Jan
 Yeezy,350-V2-Beluga-2pt0,$363,$220,22-Jan
 Yeezy,350-V2-Beluga-2pt0,$340,$220,22-Jan
 Yeezy,350-V2-Beluga-2pt0,$345,$220,22-Jan
 Yeezy,350-V2-Beluga-2pt0,$334,$220,22-Jan
 Yeezy,350-V2-Beluga-2pt0,$420,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$385,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$350,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$344,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$369,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$384,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$345,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$345,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$380,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$386,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$340,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$419,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$419,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$328,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$358,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$358,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$320,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$358,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$345,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$360,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$376,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$375,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$380,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$343,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$389,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$350,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$340,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$390,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$341,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$375,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$369,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$335,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$365,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$406,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$328,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$385,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$355,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$375,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$343,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$358,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$382,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$330,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$388,$220,22-Jan
 Yeezy,350-V2-Blue-Tint,$385,$220,22-Jan
 Yeezy,350-V2-Core-Black-Copper,$670,$220,22-Jan
 Yeezy,350-V2-Core-Black-Red-2017,$856,$220,22-Jan
 Yeezy,350-V2-Core-Black-Red-2017,$899,$220,22-Jan
 Yeezy,350-V2-Core-Black-White,$710,$220,22-Jan
 Yeezy,350-V2-Cream-White,$440,$220,22-Jan
 Yeezy,350-V2-Cream-White,$440,$220,22-Jan
 Yeezy,350-V2-Cream-White,$450,$220,22-Jan
 Yeezy,350-V2-Semi-Frozen-Yellow,$620,$220,22-Jan
 Yeezy,350-V2-Semi-Frozen-Yellow,$600,$220,22-Jan
 Yeezy,350-V2-Semi-Frozen-Yellow,$660,$220,22-Jan
 Yeezy,350-V2-Semi-Frozen-Yellow,$630,$220,22-Jan
 Yeezy,350-V2-Zebra,$518,$220,22-Jan
 Yeezy,350-V2-Zebra,$495,$220,22-Jan
 Yeezy,350-V2-Zebra,$640,$220,22-Jan
 Yeezy,350-V2-Zebra,$579,$220,22-Jan
