Order Date,Brand,Sneaker,Sale,Retail,Profit,ProfitPercent,Buyer Region,brand,Order,sneaker,sale_average
, Yeezy,350-V2-Blue-Tint,333,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,333,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,340,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,340,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,370,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,350,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,320,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,705,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,381,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,360,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,359,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,368,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,330,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,375,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,346,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,335,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,355,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,340,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,352,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,360,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,384,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,399,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,379,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,365,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,340,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,370,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,349,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,370,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,380,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,365,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,379,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,344,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,350,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,368,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,362,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,340,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,339,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,338,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,380,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,339,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,335,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,335,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,340,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,380,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,400,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,335,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Blue-Tint,389,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Core-Black-Green,662,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Core-Black-Red-2017,795,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Core-Black-Red-2017,721,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Core-Black-White,715,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Core-Black-White,739,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Core-Black-White,691,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Cream-White,445,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Cream-White,465,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Cream-White,420,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Cream-White,480,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Cream-White,407,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Semi-Frozen-Yellow,510,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Semi-Frozen-Yellow,788,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Semi-Frozen-Yellow,610,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Semi-Frozen-Yellow,542,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Semi-Frozen-Yellow,680,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Semi-Frozen-Yellow,760,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Semi-Frozen-Yellow,600,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Semi-Frozen-Yellow,647,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Semi-Frozen-Yellow,575,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Zebra,501,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Zebra,501,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Zebra,535,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Zebra,517,220,,,,Adidas,16-Jan,,
, Yeezy,350-V2-Zebra,565,220,,,,Adidas,16-Jan,,
, Yeezy,350-Low-Pirate-Black-2015,815,200,,,,Adidas,17-Jan,,
, Yeezy,350-Low-V2-Beluga,895,220,,,,Adidas,17-Jan,,
, Yeezy,350-Low-V2-Beluga,850,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Beluga-2pt0,385,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Beluga-2pt0,377,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Beluga-2pt0,418,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Beluga-2pt0,353,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Beluga-2pt0,371,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Beluga-2pt0,370,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Beluga-2pt0,402,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Beluga-2pt0,385,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Beluga-2pt0,375,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Beluga-2pt0,383,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Beluga-2pt0,405,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Beluga-2pt0,398,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Beluga-2pt0,403,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Beluga-2pt0,380,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Beluga-2pt0,355,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Beluga-2pt0,401,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Beluga-2pt0,300,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Beluga-2pt0,375,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Beluga-2pt0,350,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Beluga-2pt0,368,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Beluga-2pt0,346,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Beluga-2pt0,394,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Beluga-2pt0,369,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Beluga-2pt0,362,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Beluga-2pt0,369,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Beluga-2pt0,399,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Beluga-2pt0,366,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Beluga-2pt0,363,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,330,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,360,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,390,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,363,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,349,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,324,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,353,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,359,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,340,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,370,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,370,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,370,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,364,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,325,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,385,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,332,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,370,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,351,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,350,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,394,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,380,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,390,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,330,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,360,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,390,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,375,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,370,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,360,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,340,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,340,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,360,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,330,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,370,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,368,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,355,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,338,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,370,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,360,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,365,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,340,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,335,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,353,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,350,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,350,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,340,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,380,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,340,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,355,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,354,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,354,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,385,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Blue-Tint,338,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Core-Black-Copper,615,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Core-Black-Red-2017,800,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Core-Black-Red-2017,725,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Core-Black-White,700,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Core-Black-White,730,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Cream-White,490,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Cream-White,475,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Cream-White,445,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Semi-Frozen-Yellow,590,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Semi-Frozen-Yellow,682,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Semi-Frozen-Yellow,650,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Semi-Frozen-Yellow,797,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Zebra,525,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Zebra,579,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Zebra,511,220,,,,Adidas,17-Jan,,
, Yeezy,350-V2-Zebra,520,220,,,,Adidas,17-Jan,,
, Yeezy,350-Low-Oxford-Tan,1261,200,,,,Adidas,18-Jan,,
, Yeezy,350-Low-Pirate-Black-2015,846,200,,,,Adidas,18-Jan,,
, Yeezy,350-Low-V2-Beluga,875,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Beluga-2pt0,398,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Beluga-2pt0,411,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Beluga-2pt0,366,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Beluga-2pt0,372,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Beluga-2pt0,360,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Beluga-2pt0,371,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Beluga-2pt0,372,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Beluga-2pt0,385,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Beluga-2pt0,365,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Beluga-2pt0,404,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Beluga-2pt0,398,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Beluga-2pt0,391,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Beluga-2pt0,360,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Beluga-2pt0,350,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Beluga-2pt0,381,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Beluga-2pt0,361,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Beluga-2pt0,375,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Beluga-2pt0,350,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Beluga-2pt0,380,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Beluga-2pt0,355,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Beluga-2pt0,382,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Beluga-2pt0,400,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Beluga-2pt0,384,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Beluga-2pt0,338,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Beluga-2pt0,370,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Beluga-2pt0,398,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Beluga-2pt0,402,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,369,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,370,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,364,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,360,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,365,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,350,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,345,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,342,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,385,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,370,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,367,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,335,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,353,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,362,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,348,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,326,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,385,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,326,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,379,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,369,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,369,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,349,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,340,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,349,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,375,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,339,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,360,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,370,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,345,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,367,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,349,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,361,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,370,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,360,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,340,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,340,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,369,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,375,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,374,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,335,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,387,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,351,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,365,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,339,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,380,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,390,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,365,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,379,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,374,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,369,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,352,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,326,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,340,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,340,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,362,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Blue-Tint,345,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Core-Black-Green,603,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Core-Black-Red,881,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Core-Black-Red-2017,900,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Core-Black-Red-2017,770,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Core-Black-Red-2017,795,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Core-Black-White,760,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Core-Black-White,719,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Cream-White,435,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Cream-White,426,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Cream-White,480,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Cream-White,440,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Semi-Frozen-Yellow,571,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Semi-Frozen-Yellow,700,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Semi-Frozen-Yellow,781,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Semi-Frozen-Yellow,775,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Semi-Frozen-Yellow,660,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Semi-Frozen-Yellow,616,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Zebra,508,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Zebra,620,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Zebra,580,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Zebra,512,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Zebra,536,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Zebra,536,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Zebra,540,220,,,,Adidas,18-Jan,,
, Yeezy,350-V2-Zebra,582,220,,,,Adidas,18-Jan,,
, Yeezy,350-Low-Moonrock,1140,200,,,,Adidas,19-Jan,,
, Yeezy,350-Low-Pirate-Black-2015,820,200,,,,Adidas,19-Jan,,
, Yeezy,350-Low-Pirate-Black-2015,950,200,,,,Adidas,19-Jan,,
, Yeezy,350-Low-Pirate-Black-2016,1000,200,,,,Adidas,19-Jan,,
, Yeezy,350-Low-V2-Beluga,710,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Beluga-2pt0,420,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Beluga-2pt0,435,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Beluga-2pt0,418,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Beluga-2pt0,373,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Beluga-2pt0,370,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Beluga-2pt0,385,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Beluga-2pt0,416,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Beluga-2pt0,335,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Beluga-2pt0,490,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Beluga-2pt0,400,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Beluga-2pt0,385,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Beluga-2pt0,425,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Beluga-2pt0,445,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Beluga-2pt0,315,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Beluga-2pt0,367,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Beluga-2pt0,330,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Beluga-2pt0,365,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Beluga-2pt0,392,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Beluga-2pt0,395,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Beluga-2pt0,305,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Beluga-2pt0,400,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Beluga-2pt0,350,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Beluga-2pt0,354,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Beluga-2pt0,406,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Beluga-2pt0,340,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Beluga-2pt0,380,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Beluga-2pt0,435,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Beluga-2pt0,385,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Blue-Tint,389,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Blue-Tint,394,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Blue-Tint,385,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Blue-Tint,365,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Blue-Tint,371,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Blue-Tint,370,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Blue-Tint,377,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Blue-Tint,350,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Blue-Tint,410,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Blue-Tint,331,220,,,,Adidas,19-Jan,,
, Yeezy,350-V2-Blue-Tint,370,220,,,,Adidas,19-Jan,,
